"";"VALUE";"umap1";"umap2"
"1";"1";1,80240202288063;-2,71293337187295
"2";"10";2,15238288523201;-6,04868426422748
"3";"100";-0,806579248361529;9,62209773997056
"4";"1000";2,21884739416013;-0,93565287134544
"5";"10000";-4,89572040675972;-3,48702429196552
"6";"10001";1,31513445677289;-5,54361836104032
"7";"10002";-0,426525927767918;6,6472241383484
"8";"10003";-1,70442793774393;1,87515797454645
"9";"10004";4,7565167346153;-3,3790850498793
"10";"10005";1,20307855914882;-2,86199377573067
"11";"10006";2,31509197287685;-2,65931460541836
"12";"10007";-3,17480136447142;1,59149752892338
"13";"10008";2,73831087852933;-0,10294177168775
"14";"10009";2,11524374378984;0,400354856188431
"15";"10010";-1,84697348158246;-0,224180078064448
"16";"10011";5,00619950861758;-3,23967301838112
"17";"10012";0,255684840903604;-1,50472711257069
"18";"10013";3,73241457969486;-2,40545817250472
"19";"10014";-0,799842023050683;-0,183907405658008
"20";"10015";0,806732132968005;-0,817499226593129
"21";"10016";-0,544066373492358;-0,809460423382796
"22";"10017";0,423997323931752;0,553325046954756
"23";"10018";-0,18873801111397;7,43949924444263
"24";"10019";5,14861583972693;-4,15377378996397
"25";"10020";3,05940119269114;-1,83620489779061
"26";"10021";5,40028483063344;-4,65495233424785
"27";"10022";1,6558972765351;-0,0559468413781512
"28";"10023";-1,97134859105383;-0,733954189878417
"29";"10024";1,80237166774528;-0,950414542032836
"30";"10025";0,113798830579199;-1,37129511512406
"31";"10026";0,359794892903441;-1,42686674309699
"32";"10027";-2,41066162242681;0,765685984839652
"33";"10028";4,26112997639231;-3,90893899569197
"34";"10029";-2,82357394420165;-5,198166461502
"35";"10030";1,61160621959191;-1,03404780197613
"36";"10031";-2,47945997522067;-5,32886177932435
"37";"10032";0,449165668455829;8,11089700000636
"38";"10033";1,61426905093479;-2,6081817592253
"39";"10034";-0,20708726499534;-0,884443428975833
"40";"10035";1,61408543792735;0,323287413945908
"41";"10036";2,99058776934262;-2,49109077573378
"42";"10037";-1,91965839669239;-0,651108899385628
"43";"10038";2,78256905191123;-0,494892761199432
"44";"10039";1,71888029397191;-1,14403296557064
"45";"10040";1,8494093023237;-0,754121873952767
"46";"10041";-0,775142923409418;-0,747987873504385
"47";"10042";0,12217287687034;-1,52885066961862
"48";"10043";1,64940319761221;-2,98299010850582
"49";"10044";2,55106600745744;-2,03847758854941
"50";"10045";3,40937093422976;-0,525408980779905
"51";"10046";5,43935493861754;-4,52478930485637
"52";"10047";3,28999897270771;-3,33997858320458
"53";"10048";4,53046785103096;-2,12952096795948
"54";"10049";5,65709024641441;-5,54634502036475
"55";"10050";-1,00271700435591;-0,489055115154492
"56";"10051";-1,42645765473397;-0,387068437101508
"57";"10052";1,85825837083931;-1,10665576814153
"58";"10053";-1,81425642613535;1,89063815595352
"59";"10054";-0,0317056004699011;-2,27263836136231
"60";"10055";-3,80498504635026;4,05150008319552
"61";"10056";-0,0112645764104334;-0,677969105101258
"62";"10057";1,61282892898023;-2,48473515451416
"63";"10058";1,56388765015811;-1,14528409047341
"64";"10059";-1,81612491623665;1,45466846398293
"65";"10060";6,14706896343868;-3,92862854168678
"66";"10061";3,44320329518577;-1,98743239429296
"67";"10062";-0,233196435312415;6,3903586996971
"68";"10063";0,421357103990802;7,38582637037665
"69";"10064";-2,74022872765906;0,742367473274931
"70";"10065";1,54801617340792;-1,70256769924773
"71";"10066";3,38593862271666;-1,94733578089173
"72";"10067";-1,42454377317338;-0,716244590423802
"73";"10068";-1,01710610704941;6,89328131198029
"74";"10069";-2,4620990089299;-5,14134777647912
"75";"10070";4,44025881797242;-2,61491002313888
"76";"10071";5,71699023510577;-4,63722645526407
"77";"10072";1,51500491813641;-1,49767725243986
"78";"10073";1,46244055566872;-0,080564883789326
"79";"10074";1,36573346558499;-1,99479958495562
"80";"10075";2,59045933785847;-2,28709415058132
"81";"10076";-0,623362232370653;2,29216106435594
"82";"10077";-3,58494413259371;-4,60889006337053
"83";"10078";3,21143224099465;-1,86945352998987
"84";"10079";3,41777703204401;-2,64563167704484
"85";"10080";-0,799548923312908;0,229929434050653
"86";"10081";1,02795990553935;-0,44878672382323
"87";"10082";1,47601857111568;-2,67860903015956
"88";"10083";2,71425587525225;-1,21577094773089
"89";"10084";-2,30041669271423;0,579048539573469
"90";"10085";-2,8551702746256;0,707467214223756
"91";"10086";2,90001313182586;-1,19696825380722
"92";"10087";1,8954711603717;-2,0709569515236
"93";"10088";3,88633873882859;-4,36909264058797
"94";"10089";3,08954290061896;-2,3697189557117
"95";"10090";5,16300310986702;-2,47314860702256
"96";"10091";7,70404199017956;-5,57870140588893
"97";"10092";2,39523344274307;-0,0321058696930856
"98";"10093";-2,09521190755829;-5,69301819901677
"99";"10094";-0,529456184975268;-0,507945740483935
"100";"10095";-5,4326665303417;-2,52097526701456
"101";"10096";-3,07045616743148;2,00537051546659
"102";"10097";1,55759980171669;-1,66785680619333
"103";"10098";-1,49955080382306;6,81568399752753
"104";"10099";5,80356503090132;-3,83907230042395
"105";"101";1,68405878125832;-2,76190148699642
"106";"10100";5,85424837172359;-4,1844568406929
"107";"10101";0,583735584103989;-1,07198203121483
"108";"10102";-0,185087663102235;-1,08079478161315
"109";"10103";-1,44050292590984;-0,631849615628793
"110";"10104";2,31569844191921;-3,04622664125388
"111";"10105";1,97031358531867;-2,25358861736822
"112";"10106";4,18234971516575;-3,47228155394036
"113";"10107";2,39544389681738;-1,9761609910929
"114";"10108";1,65229090229088;0,484560891879709
"115";"10109";1,92130651913909;-2,32184004700898
"116";"10110";-4,54403606461061;-3,23947632760434
"117";"10111";-4,86777707214002;-2,78970739440429
"118";"10112";-1,21500184143887;0,283974956412913
"119";"10113";1,24733300844097;-2,95441600120489
"120";"10114";3,57332670902117;-1,35689619472109
"121";"10115";3,87528455756797;-2,30037477156364
"122";"10116";0,875138371470254;-3,82606175805384
"123";"10117";-1,35737591071803;-0,285368744639391
"124";"10118";1,34156959512036;-3,16517647019975
"125";"10119";0,904044651857358;-0,732870917346301
"126";"10120";2,12716160088411;-1,59581950442767
"127";"10121";2,00214776126984;-1,83828113240621
"128";"10122";3,77224558907913;-2,57849894918475
"129";"10123";-0,652474724698372;10,0243165749587
"130";"10124";-0,696470145529155;-0,00110894890814217
"131";"10125";-0,518900152079744;7,23424040910283
"132";"10126";3,74553020777673;-3,38564357386888
"133";"10127";5,48040100221549;-4,12736055339165
"134";"10128";3,91492621345245;-3,34632933532407
"135";"10129";0,342785119476891;1,73963824257341
"136";"10130";2,29766892731303;-2,15311840700818
"137";"10131";2,04788842661445;-1,2003528247748
"138";"10132";-4,78072036390839;-1,24845372898424
"139";"10133";0,0890497804620015;-0,316622547657825
"140";"10134";-0,505641634903314;-0,0715936769170658
"141";"10135";5,27588393298837;-4,63902929385125
"142";"10136";-0,207131379459349;-6,29438885655567
"143";"10137";-2,46629971363066;1,32295388502711
"144";"10138";1,54593137877348;-1,25792015885528
"145";"10139";2,9602320887488;-2,95039749267425
"146";"10140";2,33297687614672;-3,27544576110381
"147";"10141";4,21690172692441;-3,59411496692996
"148";"10142";-4,61216701455098;-3,68684060733302
"149";"10143";2,49842757205287;-3,6256937429256
"150";"10144";3,71651611100903;-0,531018787271321
"151";"10145";-5,47859392850197;-0,9244429407677
"152";"10146";0,223397149899288;-0,661685663171093
"153";"10147";4,42126594046725;-3,718341688545
"154";"10148";-2,59835489091551;0,719518115495147
"155";"10149";4,16760342130366;-2,37855853944258
"156";"10150";-0,167795401311752;-1,47590009360825
"157";"10151";0,734033927180526;0,396574519644545
"158";"10152";-2,40842433654204;2,57030380074766
"159";"10153";-0,581329458820343;1,22866887105819
"160";"10154";-1,28812856306024;1,50425310236837
"161";"10155";-0,861838002304044;-6,19945643526662
"162";"10156";1,21875452044377;7,75365299834941
"163";"10157";-3,45920312422092;3,84339282334571
"164";"10158";2,11735373775243;0,625658428192006
"165";"10159";2,87999570112423;-0,289853027537004
"166";"10160";1,12451068952085;-1,80392169351115
"167";"10161";-0,303281736073989;0,316773904599881
"168";"10162";4,51934512440736;-3,8733657678771
"169";"10163";0,546332359583087;-2,69846555265512
"170";"10164";-0,447780087029971;-1,65170933830518
"171";"10165";0,169545555271991;-1,79913381836359
"172";"10166";2,20209191730741;-1,81758262084984
"173";"10167";5,45259416070926;-4,40372582686037
"174";"10168";1,98994509249434;0,275782312903636
"175";"10169";3,95330739008541;-2,09807260670731
"176";"10170";1,0864379844916;-0,27416427028951
"177";"10171";3,01880726366994;-2,25180486615661
"178";"10172";3,37708509567158;-4,30761983415663
"179";"10173";-2,77999718909564;1,28459933638136
"180";"10174";3,76297843413747;-3,50449970480907
"181";"10175";6,94931215110311;-3,39997701780895
"182";"10176";-2,84906117638674;-5,18904249966422
"183";"10177";-4,68561407057316;1,56187453778923
"184";"10178";2,87381164306904;-1,92471618964746
"185";"10179";-2,92686167736494;1,48338880625945
"186";"10180";-0,600035110820462;-1,45118451324697
"187";"10181";1,3153933568181;-2,2189574850774
"188";"10182";3,51768116932053;-1,34421912662526
"189";"10183";2,58895542957179;-1,21573474736744
"190";"10184";-0,868475931029263;7,40140655962153
"191";"10185";1,47929326950565;0,582860939363379
"192";"10186";4,50343266794222;-3,28504634717368
"193";"10187";6,69096191595307;-2,88130678702758
"194";"10188";3,92569860141662;-1,99035604529201
"195";"10189";0,86034654933102;-0,348181411809964
"196";"10190";-3,01129181753311;0,444862159687421
"197";"10191";4,40056425652406;-4,44280893491975
"198";"10192";6,52239476073204;-2,76041329144531
"199";"10193";6,41978384890079;-4,93641572271022
"200";"10194";-0,641867203740145;-5,88274949682961
"201";"10195";0,891020526116614;-1,9584484995361
"202";"10196";6,86133100358116;-3,30241847547077
"203";"10197";0,583737056006475;-2,48792946009827
"204";"10198";0,183717010653323;9,77285867061758
"205";"10199";1,57844350223631;-1,81629875241128
"206";"102";-1,85229091683058;1,48095074330607
"207";"10200";-1,38762167528205;0,607960157962688
"208";"10201";0,830390603515752;-1,62783068245736
"209";"10202";6,5181675903401;-4,21917431288667
"210";"10203";-0,937083497695277;9,64275527140366
"211";"10204";4,91385374881025;-4,70048985372979
"212";"10205";-0,385554085382875;-1,7799008075332
"213";"10206";0,756655590812651;-1,99381265562684
"214";"10207";3,85168311935819;-0,516224674372159
"215";"10208";-1,62402632383056;6,94079758201861
"216";"10209";1,6806440509446;-1,75192912544014
"217";"10210";2,7631338845521;-1,35576967773335
"218";"10211";0,525918387565436;7,56540695920036
"219";"10212";-3,39441388617831;-3,94027869278788
"220";"10213";1,77252110115316;-3,24722159493798
"221";"10214";6,49452219950094;-4,33222140898329
"222";"10215";5,68247664669512;-1,89864908827775
"223";"10216";-0,00225738296335887;0,391147860006841
"224";"10217";-1,76456415107587;9,54198325152606
"225";"10218";-0,240275510953439;1,25830422998542
"226";"10219";0,93694543862789;8,50697033315056
"227";"10220";-5,79531094810548;-1,38684109748139
"228";"10221";-0,011556884417006;-0,788963813398628
"229";"10222";1,33865037522682;-0,0941412588331367
"230";"10223";1,95427806827134;-0,102073301084666
"231";"10224";0,879139045359035;7,41870593804754
"232";"10225";0,635413577199155;-0,609899760968214
"233";"10226";-1,82794630371813;1,99623263353846
"234";"10227";2,31829171197489;-0,914878769653869
"235";"10228";-3,41603424312071;-4,74082502406557
"236";"10229";-5,81271182538708;0,0308733640041681
"237";"10230";-0,473078564367241;-1,22900066753031
"238";"10231";-0,6713644486431;6,97425433921752
"239";"10232";0,390906936058238;-1,25169495009878
"240";"10233";-1,48472779808983;0,0653064903695884
"241";"10234";0,471132076824273;7,51351776703629
"242";"10235";1,8973326623492;1,03422019854271
"243";"10236";4,27956757239907;-2,97776906225696
"244";"10237";-1,74607221196363;0,789352785987176
"245";"10238";3,52376723983932;-2,653265025406
"246";"10239";3,82764373937025;-4,28530900986263
"247";"10240";0,894523064868735;-1,41886150310461
"248";"10241";0,216511911920449;-0,981534444364382
"249";"10242";6,49224040906441;-5,03107324195816
"250";"10243";2,27600500751223;-2,95878392945767
"251";"10244";-0,156761117216132;0,0135710500020945
"252";"10245";4,54188377672905;-3,05278354244789
"253";"10246";-4,27551941623266;-3,70103963203921
"254";"10247";-1,42615520305791;1,12840692715206
"255";"10248";-1,84385233371752;2,06796707039738
"256";"10249";2,61749040125958;-0,937063530877112
"257";"10250";2,20074838599169;-3,61068702506297
"258";"10251";-4,95727408077929;1,18383756798983
